sep=,
"Location","Document URI","Text","Annotation","Contributor","Date"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.361.xml"," timidae commenta parentis","624 timidae commenta parentis <ov. met. 13, 38-39> D","J. Sturzinger","23 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.357.xml","amplexus","576 amplexus ... laudat <ov. her. 4.139> amplexos ... laudabimur T","Chris Forstall","23 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.357.xml","auditum nomen","578 auditum nomen <Ov. Her. 7,89> T Didon à Enée <Verg. Aen. 12,697> T Enée après avoir entendu le nom deTurnus","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.357.xml","rudes","581 rudes lanas <Ov. ars. 2,220> T Hercule chez Omphale exemplum d'un amant qui fait ce que veut l'aimée","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","bracchia motu","604 bracchia motu <Ov. ars 3,350> T passage de l'ars qui parle des connaissances poétiques et musicales que doit posséder la jeune fille, de sa pratique de la danse ","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","cinxit","611 cinxit flaventia tempora <Ov. am. 1,1,29> T","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","serta comis ","617 serta comis <Ov. am. 3,10,36> T ? <Stat. Theb.10,169> T ?","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.355.xml","occultum falsi sub imagine","560 occultum falsi sub imagine <Ov. met. 7,360> T","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.355.xml","furto iam noverat","561 furto iam noverat <Ov. met. 1,605> T","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.355.xml","turba coit,","567 turba coit <Ov. met. 3,236> T ?","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.355.xml","nil tale timenti","567 nil tale timenti <Ov. met. 8.440>T <Ov. met. 13,873> T nec quicquam tale timentes vVerg. Aen. 9,207> T nil tale verebar","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.355.xml"," sequiturque premitque","568  sequiturque premitque <Ov. met. 3,91> T ?","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.355.xml","oculis iterumque iterumque","569 oculis iterumque iterumque re- <Ov. met.  11,619> T","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.357.xml","fila lyrae","573 fila lyrae carmina <Ov. met. 5,118> T","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.357.xml","manum digitosque","574 manum digitosque <Ov. met. 1,500> T digitosque manusque","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.357.xml","rudes","581 rudes lanas <Ov. met. 6,19> T rudem lanam ","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","vultumque animumque","615 vultumque animumque <Ov. met. 7,133> T","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","satiavit pectora","616 satiavit pectora <Ov. met. 6,281> T ?","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.355.xml","occultum falsi ","560 occultum falsi <Verg. Aen. 1,688> T occultum inspires ignem fallasque veneno","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.357.xml","vocisque sonum pondusque tenentis","583 vocisque sonum pondusque tenentis <Verg. Aen. 5,649> T qui voltus, vocisque sonus, vel gressus eunti, même structure syntaxique, même mouvement","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","tempora vittis","611 tempora vittis <Verg. Aen. 2,133>T ?","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","cinxit","611 cinxit tempora vittis <Verg. Aen.  6,665> T contraste chromatique  (nivea vitta dans Verg. / purpureis vittis dans Ach.","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","vibravitque","612 vibravitque dextra <Verg. Aen. 11,606> ?","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.357.xml","regnator Olympi","588 regnator Olympi <Stat. Theb. 8.41> T","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","trieterida matres","595 trieterida matres <Stat. Theb. 9.480> T contraste:  piae (Ach.) insanae (Theb.)","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.359.xml","exploratque aditus","691 exploratque aditus<Stat. Theb. 2,370> T","Lavinia Milic","29 Apr 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.327.xml","in rupibus astans","198 in rupibus astans <Verg. Aen. 2,328> U in moenibus astans","Lavinia Milic","18 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml","huc illuc divisa mente","200 huc illuc divisa mente <Verg. Aen. 4,285>U R-S D N T <Verg. Aen. 8,20> U R-S D N T","Lavinia Milic","18 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml","studiis multum Mavortia","201 studiis multum Mavortia <Verg. Aen. 1,14> U","Lavinia Milic","18 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml","Mavortia, Thrace","201 Mavortia Thrace <Verg. Aen. 12,331,335> <Verg. Aen. 3,13-14 > U","Lavinia Milic","18 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml","gens dura","202 gens dura <Verg. Aen. 5,730> U","Lavinia Milic","18 May 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.329.xml"," Myconosque humilis","205 Miconosque humilis <Ov. met. 7,463> U R-S D N T in Ovid. l'adj. humilis détermine Miconos, in Stat. Seriphos","Lavinia Milic","18 May 2015"
